idDatosGrasas,Aceite Base,Espesante,Grado NLGI Consistencia,Viscosidad del Aceite Base a 40°C. cSt,"Penetración de Cono a 25°C, 0.1mm","Punto de Gota, °C","Estabilidad Mecánica, %","Punto de Soldadura Cuatro Bolas, kgf","Desgaste Cuatro Bolas, mm","Carga Timken Ok, lb","Resistencia al Lavado por Agua a 80°C, %",Factor de Velocidad,"Temperatura de Servicio °C, min","Temperatura de Servicio °C, max",descripcion,color,textura
47,4,-99,3.0,45.224347362058815,336.6559112977105,227.06503290511043,14.79067303532047,269.1477172087459,-99.0,42.632663159230546,4.142938769995404,1006795.2724780284,-10.723825439229483,165.1833493952361,"El producto es una grasa lubricante para aplicaciones de alta velocidad en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.
Los ingredientes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations). ",5,0
10,1,0,0.0,767.469870662071,312.785622318255,306.52851911390223,2.768793178630407,924.5042421860662,0.5,71.2820452578982,3.0247339478609763,306696.4494070254,-29.15458457257026,156.7251223073438,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
43,-99,4,3.0,300.07695839490503,280.29404180696815,304.57263846684896,2.019506884139869,930.9368342235647,0.4,56.683731970552486,1.2147769448354593,296272.56376868184,-16.11364785460424,142.84131075527947,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua, alto soporte de carga extrema y lubricantes solidos.
Los aceites y la base de jabÃ³n complejo de litio especial proporciona una excelente estabilidad mecÃ¡nica y tÃ©rmica permitiendo trabajar bajo condiciones extremas de baja y alta temperatura. Su paquete de aditivos de extrema presiÃ³n y anti-desgaste le permiten soportar las cargas mÃ¡s extremas de equipos fuera de mina ademÃ¡s de proporcionar protecciÃ³n anticorrosiva tanto a aleaciones ferrosas como de cobre.
Contiene 5 % de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas de vibraciÃ³n y carga.",1,0
15,3,0,2.0,766.0332719913679,289.8720680087322,292.29495337602873,8.860924767173822,314.29496865770204,-99.0,56.20083813420697,1.9025246099236932,-99.0,-15.799233933193571,152.739587999331,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante y con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",4,1
24,4,2,3.0,101.19940517266271,248.7810340716451,249.81683296268295,2.9751913563245864,256.0141466162639,-99.0,40.0,2.880935996261711,752763.822377549,-4.770303836814571,160.5039884955916,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
29,1,0,1.5,3773.6635424628403,360.06132764032367,136.92720802355086,1.4723745559916852,665.0032480934169,0.45,58.990142086296196,-99.0,-99.0,-5.395034034761971,155.89954701092384,"El producto es un lubricante especial para sistemas de engranajes abiertos sujetos a grandes presiones en aplicaciones de minerÃ­a.
EstÃ¡ formulado con una mezcla de bÃ¡sicos de alta viscosidad, aditivos de adherencia asÃ­ como de extrema presiÃ³n, antidesgaste, y anti-corrosivos que proveen una pelÃ­cula lubricante de gran polaridad que previene el contacto entre las superficies de los dientes evitando asÃ­ el desgaste y aportando alta resistencia a las condiciones medioambientales. ",1,3
51,0,6,2.5,191.46160822603736,296.2682434763516,304.09032229150336,7.740737092883146,324.8827963473942,0.5,41.12265702046214,2.9229267660629814,751620.0147428394,-4.946214148309504,159.21651470165008,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
24,4,2,1.0,105.46916935192483,244.29394652681648,255.84466095169535,3.069512434431336,250.0,-99.0,40.0,2.878047301377565,784767.9486528082,-5.339148612508746,159.30882430374243,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
4,1,0,1.0,250.85696164434106,286.2731856536188,294.36917954088204,4.717390156676387,462.13684705617425,0.45,-99.0,2.9124285636472242,-99.0,-15.198617565010416,148.9691328293837,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante, con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",2,0
43,-99,4,2.5,322.88315551772115,265.82083928878075,306.108154749015,2.1440524687225606,935.2160729499445,0.4,61.33993534993239,1.151925423020876,313181.98979829985,-14.330445817693896,143.88420025209876,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua, alto soporte de carga extrema y lubricantes solidos.
Los aceites y la base de jabÃ³n complejo de litio especial proporciona una excelente estabilidad mecÃ¡nica y tÃ©rmica permitiendo trabajar bajo condiciones extremas de baja y alta temperatura. Su paquete de aditivos de extrema presiÃ³n y anti-desgaste le permiten soportar las cargas mÃ¡s extremas de equipos fuera de mina ademÃ¡s de proporcionar protecciÃ³n anticorrosiva tanto a aleaciones ferrosas como de cobre.
Contiene 5 % de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas de vibraciÃ³n y carga.",1,0
12,1,0,2.5,723.7772739561967,240.35423040657048,307.1179587693947,3.652383721760015,854.2759762312262,0.5,67.59869425069333,2.4073290009993293,290573.2778726867,5.461396646339528,156.6046727710739,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
32,1,1,1.5,604.0280569486931,265.2667101533853,263.2608408361676,6.112713716250956,665.5214146707399,0.48,53.20280957580093,1.4480242244926413,198075.12271468065,-4.532830383601157,156.25561343225633,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
47,4,-99,2.5,40.0,341.0820772728402,236.88878657535932,14.513531754530042,255.29405395887832,-99.0,40.32892931548432,3.974928998703907,999073.850035241,-9.207296292627065,156.16398856114043,"El producto es una grasa lubricante para aplicaciones de alta velocidad en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.
Los ingredientes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations). ",5,0
30,1,1,1.0,767.6687590261225,321.46545232923046,254.36457283228296,6.483392638102484,571.1794533741779,0.48,46.83333561077551,1.4442341864240396,196335.9259673839,-10.014918583408432,151.72513484964907,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
12,1,0,1.0,911.358346612948,243.12376163153704,311.5002774677832,3.7393072412496626,887.3291418647302,0.5,73.16380287226775,2.5114052736552908,299460.2576093994,5.095598405119517,150.60464679970178,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
51,0,6,1.5,196.81202359176402,311.02473572286203,295.7445804592264,7.485560821355948,323.9175243259756,0.5,40.0,3.0589509951699996,725683.2814507195,-4.5926197289169925,155.77846053589664,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
48,4,-99,2.5,42.914328217606574,292.8603650000261,225.1611460539213,14.03294788066762,250.0,-99.0,40.0,4.110761485519196,985353.7552603004,-10.445566630657307,153.9902612906592,"El producto es una grasa lubricante para aplicaciones de alta velocidad en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.
Los ingredientes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations). ",5,0
43,-99,4,2.5,276.71237642383016,282.1664324344033,312.32517405604534,2.0722961010001155,889.6518380044001,0.4,60.823692810259345,1.149760139036829,286569.45852130925,-15.080833949452476,145.6789789917981,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua, alto soporte de carga extrema y lubricantes solidos.
Los aceites y la base de jabÃ³n complejo de litio especial proporciona una excelente estabilidad mecÃ¡nica y tÃ©rmica permitiendo trabajar bajo condiciones extremas de baja y alta temperatura. Su paquete de aditivos de extrema presiÃ³n y anti-desgaste le permiten soportar las cargas mÃ¡s extremas de equipos fuera de mina ademÃ¡s de proporcionar protecciÃ³n anticorrosiva tanto a aleaciones ferrosas como de cobre.
Contiene 5 % de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas de vibraciÃ³n y carga.",1,0
24,4,2,1.5,98.48566723121408,238.86741083634476,258.57373065053275,3.196603672213209,252.19891969442938,-99.0,40.71954276895887,2.9323874413072226,754544.7398658169,-5.37909717331898,153.7604422033171,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
35,3,5,1.0,132.00965195366416,387.35028474200254,232.114467386891,11.86871678981522,293.41835080335204,-99.0,47.370933290248374,-99.0,419389.1845122685,-15.335790416097105,110.23114859496741,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
1,0,0,1.0,739.1336794181649,291.283535954926,307.2582508648014,1.1542065863341744,518.774692920788,-99.0,60.135875977770795,0.5540374228934353,200209.3399221735,4.913105331694304,222.00445632293454,"El producto es grasa lubricante de servicio pesado, espesada con jabÃ³n complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua.
El producto posee excelentes propiedades sellantes, de resistencia a la humedad, mantiene alta protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste excepcionales. ",0,0
41,1,0,1.0,1427.0269062785435,308.80196624901,310.42843996399654,1.0160851933976127,629.1755208861615,0.45,62.50515118520481,0.29715271775649305,191782.55736289773,-5.378284828250307,194.70191831560547,"El producto es una grasa lubricante de servicio pesado, espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante. Su configuraciÃ³n de aditivos le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas de temperatura.
Posee excelentes propiedades sellantes y de resistencia a medios agresivos como emulsiones de aceite, mantiene una protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga y anti-desgaste excep-cionales. ",2,1
39,3,5,1.0,133.6554277667787,229.14947849038697,255.50946419787817,6.184993721657802,294.21330239404745,-99.0,45.80484584561641,3.1102188732298663,358631.95198758563,-9.42496847842743,122.06675987340225,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
48,4,-99,2.0,45.84375239767646,288.58232765507313,231.89042894466235,14.305445638810387,250.0,-99.0,40.0,4.175021282984003,966085.1822267076,-10.066597272093139,155.6264320741895,"El producto es una grasa lubricante para aplicaciones de alta velocidad en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.
Los ingredientes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations). ",5,0
43,-99,4,1.0,299.90912637761323,257.74269204515844,298.45992998830747,2.2207122987979435,908.6808126265296,0.4,58.5585661962032,1.2523315573063591,306202.6519319093,-15.23675945305534,152.0362732106999,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua, alto soporte de carga extrema y lubricantes solidos.
Los aceites y la base de jabÃ³n complejo de litio especial proporciona una excelente estabilidad mecÃ¡nica y tÃ©rmica permitiendo trabajar bajo condiciones extremas de baja y alta temperatura. Su paquete de aditivos de extrema presiÃ³n y anti-desgaste le permiten soportar las cargas mÃ¡s extremas de equipos fuera de mina ademÃ¡s de proporcionar protecciÃ³n anticorrosiva tanto a aleaciones ferrosas como de cobre.
Contiene 5 % de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas de vibraciÃ³n y carga.",1,0
26,4,-99,0.0,228.2292025379284,261.2913174662966,271.63100384008567,6.468441048723771,311.95260728437506,-99.0,40.0,2.4188644395593157,342131.3215049777,-4.7787975812862875,162.2659540933793,"El producto es una grasa lubricante para aplicaciones en la industria alimenticia,  en donde se requiere una alta resistencia a condiciones de humedad, vapores Ã¡cidos y desinfectantes utilizados en la industria alimenticia.
Los componentes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn el CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations) .",7,0
6,1,1,3.0,768.8610833638121,274.6342919436899,261.08030593451366,6.795010281959886,658.2627901201471,0.48,50.539719853438946,1.4915984573802212,-99.0,-4.926799552161123,153.98752473247015,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
30,1,1,3.0,686.6122351030284,323.81445028354227,266.31070129422613,6.812990234111845,616.1737663068728,0.48,53.4725308990998,1.516623515529418,205628.384072739,-10.575163997460423,142.86418559913662,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
1,0,0,1.0,708.0259487617005,292.2495529466473,306.352844583578,1.0811668211665333,518.332297212104,-99.0,63.546782303417416,0.5579931600887943,203434.19323018347,4.579281704646053,212.20032110561084,"El producto es grasa lubricante de servicio pesado, espesada con jabÃ³n complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua.
El producto posee excelentes propiedades sellantes, de resistencia a la humedad, mantiene alta protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste excepcionales. ",0,0
38,3,5,3.0,128.35818116896795,280.38802130710366,235.12862135248508,5.239480321498276,313.9173549727385,-99.0,43.895465985275635,2.2936872064162617,403697.33365663915,-13.770316076693947,106.38804507968821,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
31,1,1,1.5,616.8759106344328,293.62981384039466,257.04819006294065,6.079238158106756,600.1551920434456,0.48,52.518898843097794,1.380254035203224,209248.74103841963,-4.761250548503131,145.14894690191358,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
1,0,0,3.0,595.5797035434612,284.2896909557672,296.491309232945,1.1178537410481453,484.2456298873794,-99.0,59.93546991086917,0.6004483181935654,197463.47576615683,5.347608067510146,217.1814271997708,"El producto es grasa lubricante de servicio pesado, espesada con jabÃ³n complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua.
El producto posee excelentes propiedades sellantes, de resistencia a la humedad, mantiene alta protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste excepcionales. ",0,0
6,1,1,1.0,703.1807599970634,283.9364334446249,262.1835876093171,6.8907758866326665,589.6484177733754,0.48,49.56336217745317,1.5033759441272805,-99.0,-4.904166928578243,146.34534837273247,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
13,2,0,2.5,522.0087039242148,306.1780385591775,311.0595573732479,0.8371524237056388,466.1132985198558,-99.0,60.31952765550056,0.3995626244449493,-99.0,-18.821673001968264,182.0311928521098,"El producto es una grasa lubricante de servicio pesado, espesada con un novedoso jabÃ³n de complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua, posee excelentes propiedades de lubricaciÃ³n en condiciones de cargas severas y de extrema presiÃ³n, junto con su propiedad de sellar eficazmente contra influencias ambientales y en especial del agua.",3,0
13,2,0,1.0,514.5528606398242,305.99211432102163,308.46611060211364,0.8330733326917321,512.6319231039622,-99.0,61.98248759157509,0.40586417480256637,-99.0,-19.08409475315735,194.82146527384404,"El producto es una grasa lubricante de servicio pesado, espesada con un novedoso jabÃ³n de complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua, posee excelentes propiedades de lubricaciÃ³n en condiciones de cargas severas y de extrema presiÃ³n, junto con su propiedad de sellar eficazmente contra influencias ambientales y en especial del agua.",3,0
16,-99,-99,2.5,-99.0,276.01255631164287,291.5098868687813,4.988035665089935,-99.0,-99.0,-99.0,0.9761594697315892,157242.3575219981,-10.071107338519884,149.36600681075532,"El producto es una grasa de efecto sellante con una mezcla de aceites bases altamente refinados, aditivos de anti-desgaste y compuestos adherentes para la lubricaciÃ³n y sellado de vÃ¡lvulas tipo macho.",2,2
13,2,0,2.5,402.30027272664626,325.45501619942354,297.77401856618195,0.7912268283487826,467.58084254697945,-99.0,63.985994057690625,0.39764623341309163,-99.0,-19.932061670395125,196.00316462355678,"El producto es una grasa lubricante de servicio pesado, espesada con un novedoso jabÃ³n de complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua, posee excelentes propiedades de lubricaciÃ³n en condiciones de cargas severas y de extrema presiÃ³n, junto con su propiedad de sellar eficazmente contra influencias ambientales y en especial del agua.",3,0
45,5,4,2.0,247.42518055347003,315.09969538051706,271.97878251020126,4.816605554290106,330.41679016508317,0.5,46.658411474923966,2.9061049063517213,-99.0,-20.72752582826782,90.11106790674155,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
27,4,0,1.5,99.58754202998308,313.6892665267843,298.0039004907954,1.4923855796420242,526.1478317159334,0.35,42.29154340797056,0.02077983839704061,888243.0360641371,-5.3983547425735985,172.7710408925702,"El producto es una grasa lubricante formulada con una base altamente resistente a la humedad y medios quÃ­micos comÃºn-mente utilizados en la industria alimenticia.
Se recomienda para aplicaciones especiales y generales en la industria alimenticia, resistente a altas temperaturas, condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.",4,0
12,1,0,1.5,680.6562705283179,250.83541209865558,297.3335603422316,3.996394714523681,930.1963094170737,0.5,67.56757385320202,2.422598395497841,308370.6122064032,4.788737938048346,156.96256885878728,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
9,1,0,2.0,857.52500928707,320.7191575130955,312.88818857154865,1.7267518488472782,906.7688295567525,0.5,70.64248807328204,3.0925620213752674,314986.59441531583,-28.802123756224375,147.69397076312615,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
10,1,0,1.0,691.4774226712742,304.5600267153214,312.7986295153382,2.703470437925798,874.9948433334525,0.5,65.44387671099278,3.0123897196164036,314130.080067392,-31.930429647443376,147.64217466139596,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
6,1,1,3.0,777.9609867216685,269.3300543669922,252.31161274665766,6.621909055086205,589.0757962208025,0.48,52.21210948552025,1.4890324690399903,-99.0,-5.340598546910015,152.7225687194075,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
24,4,2,3.0,90.41268885904982,243.63591350762036,253.3133705940684,3.094654941267049,250.0,-99.0,40.0,3.0627809458720954,761604.3866870824,-4.710995078220568,160.34341754998326,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
45,5,4,1.0,225.7709964448802,313.5110312077408,283.97245977327435,4.908130960334106,310.2214241056018,0.5,47.75835294039879,2.951570055084323,-99.0,-21.25142151926326,90.0,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
8,1,0,0.0,755.7215492158006,371.6957439612235,300.5911439784684,1.5790342027596342,953.1670530512722,0.5,73.1882744542836,-99.0,294384.2280749243,-27.722842332556727,142.52753304918014,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
13,2,0,1.0,431.353107637317,316.8842707313572,301.16054482123195,0.7689722667909769,462.69487195218056,-99.0,55.95371728057936,0.4110977569843153,-99.0,-20.401711950776857,191.20999646291654,"El producto es una grasa lubricante de servicio pesado, espesada con un novedoso jabÃ³n de complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua, posee excelentes propiedades de lubricaciÃ³n en condiciones de cargas severas y de extrema presiÃ³n, junto con su propiedad de sellar eficazmente contra influencias ambientales y en especial del agua.",3,0
