,Aceite Base,Espesante,Grado NLGI Consistencia,Viscosidad del Aceite Base a 40°C. cSt,"Penetración de Cono a 25°C, 0.1mm","Punto de Gota, °C","Estabilidad Mecánica, %","Punto de Soldadura Cuatro Bolas, kgf","Desgaste Cuatro Bolas, mm","Carga Timken Ok, lb","Resistencia al Lavado por Agua a 80°C, %",Registro NSF,Factor de Velocidad,"Temperatura de Servicio °C, min","Temperatura de Servicio °C, max",color,textura
248,1.0,0.0,2.0,791.9220094437545,277.5269249363271,305.12182015404045,1.3562294856864345,971.5405017497019,0.46207820415599316,66.70301258477986,2.751036133731884,-99.0,260481.46329963533,-8.511510655083635,159.95496658313874,1.0,1.0
249,4.0,2.0,1.0,108.38596926273891,322.2369534902509,255.29240008294946,3.3270385135276883,237.9218456893622,-99.0,38.085311491556084,3.5992804705941355,-99.0,766068.1362366708,-7.4034704424461095,169.13663772880173,5.0,0.0
250,5.0,4.0,2.0,212.18986074063812,385.4375862022556,198.11757116327217,8.766298897072167,310.2832654211073,0.4749076625311238,43.97807289086635,3.8229716845692816,-99.0,-99.0,-23.77337577235094,88.41287602297322,4.0,4.0
251,1.0,0.0,2.5,821.9986112551378,276.0376956290823,299.6409657165368,1.791296530685206,906.7645362389414,0.5043376270669272,67.70634645848436,2.479747417013472,-99.0,314911.06723467575,-5.6588435155385834,147.970692195085,1.0,1.0
252,-99.0,-99.0,2.0,-99.0,257.98953622439893,298.9758642462922,4.200504826825997,-99.0,-99.0,-99.0,0.9674735756567552,-99.0,151527.4521801554,-6.159741468782785,143.2633263226504,2.0,2.0
253,4.0,2.0,1.0,107.58108911030892,247.39705030246373,259.4559943735439,3.7060097992109107,266.7652510699765,-99.0,37.87958074496685,2.956281553035007,-99.0,774673.8817803886,-7.651860541015258,166.77796257070426,5.0,0.0
254,5.0,4.0,2.0,193.3077262477414,327.12185045570743,285.83442868685285,4.0702484799672645,289.9744695215176,0.5096515493724189,49.04227221882024,2.8085487005435574,-99.0,-99.0,-24.37006329492368,89.89900943518535,4.0,4.0
255,1.0,0.0,1.5,706.9476088124213,313.1119560292211,296.11518157889856,1.5501950742467814,918.9666398798595,0.4748236494729656,69.65963184182226,3.212047135614667,-99.0,275678.85334060923,-26.88584560619927,155.85090902317665,1.0,1.0
256,0.0,0.0,0.0,578.2864146004172,273.71275850531106,303.95790832657667,1.0021488088704285,484.03435622598704,-99.0,54.29820565939236,0.6111418185580075,-99.0,191903.71183326244,3.677928167891049,219.64497494092865,0.0,0.0
257,1.0,1.0,2.5,670.6887669174056,263.8922748672561,258.6537685483802,7.352072702355983,626.8930826755995,0.5262821820891853,48.35337011900155,1.7274274776001364,-99.0,173956.2423830881,-7.0432687235833065,157.0789814798041,4.0,1.0
258,1.0,1.0,1.0,648.7792083379085,305.6328280910087,262.20477185035446,7.096478828659761,637.838946365351,0.47402146313041016,50.43417719767569,1.3335143947304033,-99.0,-99.0,-7.831034812278272,156.06114399929123,1.0,1.0
259,4.0,2.0,2.5,103.04035742235487,332.4761053316057,252.88808885644602,3.4013550013711398,247.7970034570389,-99.0,43.05793092137256,2.4799145641905858,-99.0,807750.997087018,-11.176652464552351,151.88929077122089,5.0,0.0
260,1.0,0.0,2.5,868.4913257287832,307.2032522085882,307.9690521404144,2.3530200554607306,822.8286535651703,0.4871065506149467,66.47264158345565,2.677354173097733,-99.0,335289.64238614764,-30.313696969947618,141.86427505229523,1.0,1.0
261,1.0,0.0,0.0,826.6722646115173,278.30268220198053,306.27161016401925,1.7402532040179155,980.3827076273,0.5001376862248055,66.08613415263451,3.1040284046562583,-99.0,329091.2182305928,-4.335496512310382,145.65921640086742,1.0,1.0
262,1.0,1.0,0.0,779.3418388580864,228.60779897454879,265.872205075297,4.538102144084195,668.3107462954146,0.4366436566162394,49.528427951649654,0.3217216069487844,-99.0,168772.16013282593,0.46552299599843927,159.27716995586957,4.0,1.0
263,4.0,-99.0,1.5,228.87363466186446,274.60415353741195,267.9209056202718,5.936274927807865,270.0688495399799,-99.0,42.937022619711556,2.577293046343166,-99.0,287356.88702829205,-2.4052883406453693,155.94077653078114,7.0,0.0
264,4.0,2.0,0.0,85.8126115994833,233.76143768236756,255.27548870375844,3.299249748887445,229.7097271966483,-99.0,41.99603903429463,2.566354420878743,-99.0,760153.9613087423,-6.286070696754278,163.39485662892815,5.0,0.0
265,-99.0,3.0,2.0,686.7970608284634,238.87699346889943,300.53066233443116,9.304445401052817,293.7659281258418,-99.0,42.502360861159836,4.30871414484152,-99.0,-99.0,-2.4311616615337286,231.30918995915567,2.0,0.0
266,1.0,0.0,1.5,775.8267053728812,261.3113705987191,297.4749293885448,1.6560808135103564,868.4113676619004,0.456647217929084,68.05847415662144,2.32379748609309,-99.0,302461.7012951695,-11.142259153029395,150.8195371029061,1.0,1.0
267,1.0,2.0,2.5,3454.7333883425363,309.42170793950817,281.7609808924327,-99.0,518.9646188049089,-99.0,37.46021772739499,-99.0,-99.0,-99.0,-8.23122614030077,125.65984154342098,1.0,1.0
268,1.0,0.0,2.0,3144.461265564455,375.9206943968645,140.77680468265058,1.6629160916119454,661.1434048510226,0.4273453292364929,62.49527778211703,-99.0,-99.0,-99.0,-2.9258893431076407,141.4656952069964,1.0,3.0
269,-99.0,4.0,1.0,291.63685065198894,268.8712072799829,308.317260187405,2.2835387382533043,876.215331741153,0.3874016609914961,55.81140121736443,0.9992878377987708,-99.0,356160.66764867946,-11.59996244380595,159.99890404717058,1.0,0.0
270,1.0,0.0,2.5,776.930544164055,260.3345899003197,309.6450644888592,1.4684068736639952,972.2826925193675,0.508921914716282,75.53323227447541,2.372370287808959,-99.0,249699.3017588236,-6.474221187188467,152.86737876871507,1.0,1.0
271,3.0,5.0,1.0,104.54345336986641,365.0556032141421,226.6694361332664,11.104845544900101,295.0853003955894,-99.0,41.74033970440845,-99.0,-99.0,345372.3109098576,-11.436268208872074,101.43920857866732,4.0,0.0
272,0.0,0.0,1.5,736.5939993406116,277.9395399025412,297.5279456492188,1.228120073795257,491.0608129674306,-99.0,58.577913422034044,0.5954420759373092,-99.0,172482.318206098,7.496337126989916,219.5735429314467,0.0,0.0
273,1.0,1.0,1.0,756.835865805149,276.6584713747611,267.2780999691839,5.709508396288534,600.799776137352,0.5171773856851968,47.63038142970563,1.343322275915595,-99.0,174484.20110824882,-3.2591330638078624,151.97927809426878,4.0,1.0
274,5.0,4.0,2.0,224.5787650521821,368.3267272691942,197.96355846870765,8.681530150291884,285.92293308649505,0.4833862129334905,48.681031526196776,4.449722298595025,-99.0,-99.0,-16.04790860218575,89.53391138347614,4.0,4.0
275,4.0,2.0,3.0,91.80953360504996,263.2897558633919,248.8176632437461,3.198687130673603,268.6170191538796,-99.0,42.93780666332522,2.698962594048017,-99.0,919814.5644893572,-12.950517413311227,164.9918529263096,5.0,0.0
276,4.0,-99.0,1.5,40.0,239.00187837165484,252.24926387510527,8.621067349058224,274.9553894669696,-99.0,43.62497954945048,4.391262223266609,-99.0,846402.0580847051,-1.0608664645154011,159.3326477950466,5.0,0.0
277,-99.0,-99.0,2.5,-99.0,278.1726306866098,297.7864616282702,4.305783245355456,-99.0,-99.0,-99.0,1.0601317066405715,-99.0,168280.42983471422,-12.94608218198369,153.29952527629433,2.0,2.0
278,0.0,0.0,2.0,639.0708887978045,282.4424836353304,309.54602546192547,0.9244185192657519,472.8031344415381,-99.0,63.253393842551034,0.5733749615174318,-99.0,184100.60086600544,6.197126727536551,211.58207569910223,0.0,0.0
279,1.0,4.0,1.0,384.8023055889045,291.19194500338125,235.2291040077741,-99.0,231.80728567791968,-99.0,-99.0,-99.0,-99.0,-99.0,-25.255336057192523,144.18465699874446,6.0,1.0
280,5.0,4.0,2.5,187.02148494017078,329.20832452373077,284.34273633753696,4.545719551278424,295.28776910283017,0.5121531363473539,49.490690747015044,3.25822207628762,-99.0,-99.0,-23.512225957303222,84.82193594996795,4.0,4.0
281,4.0,-99.0,1.5,234.40705784018905,311.26796361388733,255.79190877072642,4.345397222751557,322.31978896210677,-99.0,42.88806895988646,2.840373655659839,-99.0,525760.7112142771,-2.5899771654896453,157.42294500935617,7.0,0.0
282,1.0,1.0,2.5,751.9582196882715,284.45070500669925,259.460984913139,5.461993051057862,608.5742304865313,0.5190515014008302,50.142821097390986,1.2427192619492422,-99.0,-99.0,-4.491089646801321,141.73277065484191,1.0,1.0
283,3.0,5.0,1.0,130.15388508291647,300.09193873655,229.6714546054097,6.5769769619187715,314.8996846907628,-99.0,46.230967790874885,2.7594612392877864,-99.0,387790.47192374844,-19.488118475313918,107.11858150425705,4.0,0.0
284,1.0,1.0,0.0,649.6620135953232,295.18272214710214,267.31216463759796,7.127731599506405,589.0908567096566,0.4799225003480727,45.98592092100938,1.6374630023021717,-99.0,-99.0,-9.972151969728719,149.37660664377145,1.0,1.0
285,3.0,0.0,1.0,753.8834640443747,275.0308902250824,293.70800727743546,10.387517943762468,339.7238518949589,-99.0,62.27885213923848,0.915684170431474,-99.0,-99.0,-19.992213496824547,159.47437319601474,4.0,1.0
286,4.0,-99.0,0.0,45.337626366774295,287.90808574621434,251.93562967259965,11.438590448453795,239.87082352696567,-99.0,42.1280771457924,3.552821433786574,178869.4096343441,954476.141755139,-8.577778244839418,156.50814031867947,5.0,0.0
287,2.0,0.0,1.5,518.2877088386057,312.3551683842603,305.3926646572075,0.8846629499086531,500.1846837757973,-99.0,59.018461679089995,0.4154753414163227,-99.0,-99.0,-23.14267295806444,183.4797881217044,3.0,0.0
288,5.0,4.0,0.0,195.89254877589028,282.28174331329143,278.386427905624,5.692146860295168,290.3257566954427,0.46370121962051997,42.076775907285814,2.911494791186186,-99.0,-99.0,-18.982788177722163,91.60944255394533,4.0,4.0
289,4.0,-99.0,2.5,252.38037509752772,260.84278207101744,264.4577525533345,5.51862470340983,300.8853553618672,-99.0,36.36971924290017,2.3806117659400865,-99.0,282600.19507318176,-9.351304701753484,154.47540560021778,7.0,0.0
290,0.0,6.0,3.0,199.536391377509,285.23972038235024,311.5691129432195,8.567689100311213,339.0949687801675,0.5304730598179614,40.74470101038994,2.5594034825784453,-99.0,649027.7227514206,-6.484421773115669,160.0287660011625,5.0,0.0
291,0.0,6.0,3.0,190.703408595031,287.9222180054615,307.275733538194,9.176416460451753,327.97132605016884,0.4583147708950816,37.09183280416905,2.6797181050272165,-99.0,675879.7568569203,-3.2243740386622974,164.90067701429462,5.0,0.0
292,3.0,5.0,1.5,107.71743565001555,283.3165222183123,234.21568270860837,5.42789461432424,327.09293765832564,-99.0,48.53154668266327,2.861008111183184,-99.0,385803.4976695723,-13.343707891853128,116.14625872474511,4.0,0.0
293,1.0,0.0,1.5,749.3224633024613,303.0404710642887,297.5224002584264,1.8684517830718812,940.5539262951313,0.5498086032950817,72.78919974707478,3.0676977472004587,-99.0,350650.8365914138,-33.44530334217964,146.29711216445156,1.0,1.0
294,1.0,1.0,1.0,642.4950334978315,232.65938162639767,260.09374834756056,5.829847176094268,608.542705270911,0.479736211270065,49.863056668357125,0.265837863962173,-99.0,184787.15194174845,7.729354051277937,145.79506627123897,4.0,1.0
295,1.0,1.0,3.0,761.3841807392457,296.46951454334805,255.64778112967994,6.228923934915836,597.5914981278198,0.517812175260704,53.458646276899415,1.6546619823651874,-99.0,218002.18799471675,-13.525228629827179,155.9676207889196,4.0,1.0
296,1.0,1.0,0.0,632.2872285157405,305.57364396084984,263.81810217625934,7.42672260907565,631.357028606133,0.45383551411731665,48.381983721366964,1.469669983279845,-99.0,162004.1931384678,-11.015036036662355,148.70637106815593,4.0,1.0
297,4.0,2.0,0.0,91.12540003401894,311.37562209779554,247.62420493863166,3.6632322623309963,227.89205171480228,-99.0,40.20859858741132,2.7132889439572585,-99.0,940465.7853435597,-5.411247733966556,166.81279591087713,5.0,0.0
298,-99.0,3.0,1.5,672.4099284083157,236.90857134548645,300.844069123831,9.640008272171048,302.17732228791255,-99.0,36.13386683686306,4.574961250795898,-99.0,-99.0,4.503359076571725,236.0926947856007,2.0,0.0
299,3.0,5.0,2.5,131.45335425560967,329.3205839304974,236.47529730031548,6.659656680797155,320.98888104200154,-99.0,43.01898828069075,2.585667800417581,-99.0,441311.8205445824,-12.10628355614115,117.91223726224207,4.0,0.0
300,3.0,5.0,2.5,110.35622160159124,381.97833701113433,232.3779986843241,12.631463077221193,310.61376897392387,-99.0,48.76057513537129,-99.0,-99.0,466700.48611199186,-11.682553057516412,117.0731626644249,4.0,0.0
301,4.0,2.0,3.0,112.49675494222583,308.33194039934745,259.91066107115785,3.2793732713120742,235.87866597672922,-99.0,41.11530531155016,2.947068595382795,-99.0,1076181.326579021,-14.277764231365776,165.76864623877808,5.0,0.0
302,1.0,0.0,3.0,516.341598091046,300.5731788193663,305.5190984545193,2.4737548596939862,987.6380710084543,0.5041055994154744,73.52970033601737,3.457179769135522,-99.0,289058.587546751,-32.90877579030145,144.1298151270864,1.0,1.0
303,1.0,0.0,1.0,189.496913115684,288.59855778019374,305.4935685469902,4.699506057084879,503.23156822600714,0.440953345440421,-99.0,3.537700328969801,-99.0,-99.0,-15.632053368216834,142.55701443729993,2.0,0.0
304,5.0,4.0,1.0,220.04309822871008,315.3522013786391,276.30446006202214,5.313679816903603,302.23230107914696,0.4740820482310943,41.545668003893915,2.9702803209889495,-99.0,-99.0,-17.5937472831924,90.48834623493488,4.0,4.0
305,1.0,4.0,1.0,407.2233000676715,288.6958767796687,238.30214733146317,-99.0,236.45155719156668,-99.0,-99.0,-99.0,-99.0,-99.0,-23.6679887205526,157.16498796892284,6.0,1.0
306,3.0,5.0,1.0,127.18026958667379,273.90943001742073,241.37110527592938,4.8395283627231285,313.75250723277713,-99.0,43.38483663503106,2.0421569133327324,-99.0,363736.94032298715,-19.14993194807326,114.74480207094702,4.0,0.0
307,1.0,0.0,0.0,221.35112555637724,281.69272426220573,307.69523242823385,5.807772101133106,499.8941253003059,0.43708760784775813,-99.0,3.0856619778124514,-99.0,-99.0,-12.56363516462703,147.73582403992606,2.0,0.0
308,4.0,-99.0,2.5,251.70779646822012,263.26024029223834,272.08292236362735,7.161504534569906,303.6416323356223,-99.0,43.50285353842569,2.83156799440496,-99.0,398727.5888693965,-1.5343296598667706,162.54639345689424,7.0,0.0
309,3.0,0.0,1.0,754.9086305249465,289.294121562866,283.669847034134,10.753913541496846,300.80114527964844,-99.0,62.29852271384742,0.8921315512898736,-99.0,-99.0,-11.059408919114166,141.4675902689834,4.0,1.0
310,1.0,0.0,2.5,200.9747974508061,281.0644949461493,298.8036027784005,5.00264629638529,549.5910711413012,0.4798057565914672,-99.0,3.4593095630749633,-99.0,-99.0,-11.938288817178455,149.1065570611197,2.0,0.0
311,1.0,1.0,1.5,745.7782963088833,310.16129385248104,252.82748189077205,5.314147330635649,634.4234955636103,0.499230314681107,51.16207411132664,1.4415745903100836,-99.0,202502.76280722534,-3.0777147419182036,144.36046150424883,4.0,1.0
312,0.0,0.0,3.0,716.4354440523773,277.6907958121885,304.09229495221575,0.9519515697198829,536.928488050306,-99.0,63.42553123283993,0.568547768740849,-99.0,213024.10186515556,0.4826852185448427,219.95919581251331,0.0,0.0
313,1.0,0.0,2.0,3931.497985793032,360.2137529296292,136.9442889982764,1.6869051479648218,655.1953930202619,0.42614695662623814,63.10145856669354,-99.0,-99.0,-99.0,-1.4086319247615222,141.37829630757702,1.0,3.0
314,1.0,1.0,0.0,610.1788664331915,286.0944023796913,261.3481183066085,5.386127071712412,606.5938745075961,0.518390992905677,52.958906845944355,1.405717766638857,-99.0,-99.0,-6.220919381575514,149.37713356131172,1.0,1.0
315,3.0,5.0,1.5,130.9928888474349,383.0103895997327,229.28822709141608,9.714124302481343,306.47214986306426,-99.0,46.26233434800662,-99.0,-99.0,407208.4664698616,-17.522555836989856,118.4374266192063,4.0,0.0
316,1.0,0.0,3.0,847.7180472412562,239.08920376718848,304.45683741091204,3.7788524103592263,830.1813175067007,0.4572298717490726,76.8410046660519,2.091142891307105,-99.0,335589.1964530014,3.3706671691679313,143.5475251089874,1.0,1.0
317,1.0,1.0,2.5,612.7971189200198,278.32035698730397,260.36560200022143,7.009878069521082,666.0122972983102,0.5037547200709883,52.889973175633365,1.3686100617242327,-99.0,215903.30165539746,-5.639250716462866,142.05089246858245,4.0,1.0
318,1.0,1.0,1.5,640.8340666274419,218.70350988776758,263.7772279795901,5.009357272141458,670.2375940129069,0.5176607975007509,45.7914120620358,0.3248919853281997,-99.0,239261.30832041547,5.5742103259961295,146.83472308300463,4.0,1.0
319,1.0,1.0,1.5,760.5721188047648,280.68081851813486,254.40830062559655,7.5231923980877164,561.3418566274239,0.4363619547025904,47.20032313446366,1.290213767825693,-99.0,-99.0,-7.798557845432108,149.1187752903929,1.0,1.0
320,1.0,0.0,0.0,911.6414159500995,251.78718503173985,308.90763437849614,4.039154567666814,889.1261991157457,0.45422773311673215,68.80102241366602,2.0989866070091683,-99.0,246440.06577676072,9.470069738884813,141.41767508117658,1.0,1.0
321,-99.0,3.0,0.0,581.3830455690533,250.21884366051336,308.3983803035011,8.59744123190428,292.94198814662536,-99.0,40.61541398109502,4.345632656127522,-99.0,-99.0,-1.401999720283519,237.36734597600605,2.0,0.0
322,1.0,0.0,3.0,835.9225288860614,369.0303076511935,298.64931811015566,1.5835609183144275,865.4923901295799,0.5253480038827417,74.68635645793748,-99.0,-99.0,353943.60495064576,-33.06008654704047,153.7119994824457,1.0,1.0
323,-99.0,3.0,2.5,728.7441462792486,266.4032647666252,100.0,7.258153326654301,861.9933307409901,-99.0,-99.0,4.839289964084336,-99.0,-99.0,8.181918268863566,216.92621849149447,4.0,1.0
324,3.0,0.0,2.5,779.9106273500128,292.0604057077383,295.8420297966815,8.71722554484967,337.2538245990882,-99.0,65.98297683215672,0.9436609624784501,-99.0,-99.0,-13.411364961941773,156.44882608232078,4.0,1.0
325,1.0,1.0,2.0,774.2152368325989,298.1335488635439,266.6498746440676,5.518315903293447,679.3044122904377,0.5196378164625276,52.438308963332126,1.313367654278098,-99.0,220101.5616223727,-7.231385884116368,141.50152564729314,4.0,1.0
326,4.0,-99.0,1.5,226.3026132967828,277.4914407293177,265.4231468543286,6.097382249779699,301.78021371376605,-99.0,36.57573577118508,2.921710261349817,-99.0,345661.0452762865,-7.104725941445368,150.04813027925059,7.0,0.0
327,-99.0,3.0,1.5,701.8095279723128,239.18520226429683,301.73731453820847,9.816262730283883,308.20766889208755,-99.0,42.61686713526002,5.71913003697222,-99.0,-99.0,2.3996265779108485,244.93040055171875,2.0,0.0
328,3.0,5.0,0.0,115.3052714332888,395.0007127525759,195.32680444915243,10.517243202484828,335.6251822199108,-99.0,40.956032883526746,-99.0,-99.0,454931.79523041577,-12.239416469679675,111.9066308223544,4.0,0.0
329,4.0,-99.0,3.0,41.04770978799883,326.9243519457952,255.54655494040028,10.606097542919795,243.28124324814428,-99.0,47.47791364380349,4.209624015350592,-99.0,1018367.9056554778,-12.932959611280056,168.62699075259542,5.0,0.0
330,3.0,5.0,3.0,112.7094802865394,232.21940866208215,245.9454672682376,6.043114965268689,317.8805550707721,-99.0,44.95607771415499,3.1910454178198577,-99.0,284401.2781250328,-9.349201187426637,128.54636086282233,4.0,0.0
331,-99.0,4.0,3.0,312.21558761123214,266.2755287015816,298.40004043505087,2.1212103256895096,866.0444668041972,0.36547389752174964,62.730493153901804,1.2794694909452904,-99.0,314017.03332648636,-15.860047917712986,153.56489414663204,1.0,0.0
332,3.0,5.0,1.5,110.52858078141976,232.4808514022306,246.04676776176694,5.671938607130633,321.0872286813025,-99.0,42.97744983248365,3.669524656008106,-99.0,406699.0771467884,-5.359361030894332,121.35675338640891,4.0,0.0
333,-99.0,3.0,2.5,705.7560967145606,280.96358824715907,100.0,8.294924881883363,808.5024344691535,-99.0,-99.0,4.830328075935069,-99.0,-99.0,7.983561786158139,203.74871800517022,4.0,1.0
334,3.0,5.0,2.0,126.1813761551053,319.72637449450286,231.07047593551056,6.883294890103827,296.82589688730894,-99.0,40.74571981481835,2.1843859344122154,-99.0,347312.22617057,-12.883780740820525,108.08776857834536,4.0,0.0
335,1.0,0.0,2.0,748.7114529140288,257.55321197526405,295.40609454923106,1.2445771488929922,845.4933912104431,0.5034512693493652,66.29638425295421,2.746724506839407,-99.0,307696.0644825121,-3.6752287638371186,151.49239797014604,1.0,1.0
336,4.0,-99.0,1.0,42.99733960439967,280.75009829533167,243.05176872650114,10.806334149578003,267.21587833180365,-99.0,44.051244173021594,4.262164186120857,-99.0,822677.4753464255,-8.19065312077841,168.3519489777825,5.0,0.0
337,1.0,0.0,0.0,193.3781242109682,286.45628661296047,292.3377198472924,4.384521454383875,529.823271870187,0.4405764785271355,-99.0,3.443867138653918,-99.0,-99.0,-19.4396419399035,140.66680239615275,2.0,0.0
338,1.0,0.0,1.0,892.9844556936179,242.41060973221812,301.70522973878343,3.248255000606094,869.6399406562365,0.49783876036194874,75.72111275162956,2.608307121615855,-99.0,326092.75257555966,8.863809370692929,156.8969800587509,1.0,1.0
339,0.0,6.0,3.0,187.9980028828934,334.67508681647973,311.3397809952469,9.334057635515975,311.8254703353254,0.4817687905966522,39.52778099721368,3.181389908402733,-99.0,763585.4935761346,-7.121404520165701,167.85360429532705,5.0,0.0
340,5.0,4.0,2.5,250.42824534844038,367.89368163372836,198.04802489011627,7.786403740325067,296.87250590012235,0.4599061101724982,43.30000122405675,4.029644204837751,-99.0,-99.0,-15.988781260959637,86.16173701909871,4.0,4.0
341,2.0,0.0,3.0,495.7934955026786,316.8724563685093,296.6729312528725,0.8544681650573618,485.1287036070721,-99.0,62.00679603160086,0.3312081933214617,-99.0,-99.0,-17.710667787789852,188.11528364336013,3.0,0.0
342,2.0,0.0,2.5,523.8983320249996,282.20157316738977,298.56138139629064,0.8411033458548425,476.4082592974982,-99.0,64.06876343750359,0.3762105499528098,-99.0,-99.0,-20.679036214350667,184.53373511468953,3.0,0.0
343,1.0,0.0,1.5,897.9840272934596,385.18204607739847,309.492049218278,1.845867397745402,839.7504720733286,0.5428633558427987,63.32450145906194,-99.0,-99.0,254726.2049364262,-31.91555694391459,140.31054800185728,1.0,1.0
344,1.0,2.0,3.0,3735.120206037052,334.19848369129403,286.88311307695517,-99.0,474.81731376916514,-99.0,43.59807770499795,-99.0,-99.0,-99.0,-8.355629776562553,124.39741145820074,1.0,1.0
345,2.0,0.0,1.5,497.236042959606,292.21674598248234,305.00312425815935,0.9582598850427335,455.1114091115334,-99.0,62.04876828016144,0.40026695021438763,-99.0,-99.0,-18.2734239096541,185.6439080454006,3.0,0.0
346,3.0,5.0,2.5,116.41039743820879,307.2635117725384,231.03266641020502,7.161080898132837,341.771940102027,-99.0,41.13759733929302,2.4034230154798513,-99.0,473096.6183809887,-15.27823665805846,118.14628234966148,4.0,0.0
347,1.0,0.0,1.0,809.308938047635,258.3068222855247,302.4572105730685,1.7300085977521669,865.8403331275516,0.48983213105801426,63.28985452207576,2.4742203915094456,-99.0,307212.58563107654,-10.691492036236905,150.0452660528059,1.0,1.0
348,1.0,0.0,3.0,3030.856035463618,381.6951352765203,137.3768167857059,1.6172436950753593,644.9191190060162,0.4868598850669673,62.32794440217383,-99.0,-99.0,-99.0,-3.8049332010789527,145.37419268377525,1.0,3.0
349,4.0,-99.0,0.0,40.0,275.18775804292534,255.52374603904005,9.015788703829905,249.01602080390762,-99.0,46.44439473217321,4.146993960493896,-99.0,1111089.0335527305,-11.220214160582461,169.0876760299902,5.0,0.0
350,1.0,0.0,0.0,1723.4375660928272,350.25587033585015,302.16976539914606,4.662555400599979,560.8395437912851,0.4447226247182577,58.71300116776622,3.503122543314649,-99.0,221569.292652872,-2.477485046523263,185.2462329416124,2.0,1.0
351,1.0,0.0,3.0,528.2111969182614,271.5188849316353,294.76595834302606,11.69371151746272,504.4737457298365,0.45862474163923944,-99.0,2.502321912219254,-99.0,-99.0,-10.268101533652146,159.07002775946532,1.0,1.0
352,4.0,-99.0,0.0,40.0,331.0321341588319,255.31222044168987,8.135658088756948,272.3535518428042,-99.0,45.38321240943854,4.305475559869369,-99.0,813997.8292140067,-10.965650200284756,151.20602072008091,5.0,0.0
353,4.0,0.0,1.0,108.36814831270756,299.3867487867332,309.9569737922139,1.1254551562691,462.7412044862215,0.3501596708346248,36.9701746448365,0.1,-99.0,744154.3251037175,-0.7494655955896796,186.50693503870542,4.0,0.0
354,-99.0,-99.0,1.0,-99.0,276.07815330298814,293.4552520387438,4.189101773439266,-99.0,-99.0,-99.0,0.9434418210426289,-99.0,140082.03933944355,-12.447999227460688,146.85075214917086,2.0,2.0
355,1.0,1.0,2.5,731.9939240804051,264.7539741620707,257.92339165119506,6.144661393386501,658.9709005290141,0.4818403564327408,47.29361574762186,1.4502506647921694,-99.0,-99.0,-1.177949112321805,149.99741847689276,1.0,1.0
356,1.0,1.0,1.0,695.4967917726498,317.2165687042572,252.3652730871025,5.668756561777187,594.6848631378533,0.5225924730943244,49.38915472645771,1.2562962048500699,-99.0,207147.2285031018,-6.511980418154176,151.9508661482763,4.0,1.0
357,1.0,0.0,1.0,503.02270947719944,302.6764152055577,299.103021445045,2.684424798825731,956.7769509958101,0.5226502620640545,73.47784574288951,2.9661085566571446,-99.0,284337.0767375356,-25.361548796739218,140.79263665352354,1.0,1.0
358,3.0,5.0,0.0,136.13118398079737,355.3072134325929,235.615358028179,10.304491421836747,319.82599974047645,-99.0,46.15525462115086,-99.0,-99.0,472139.3304556653,-16.361460149427245,100.11305765543874,4.0,0.0
359,4.0,-99.0,2.5,40.0,244.64777299169583,246.63625853875635,9.339892837747557,267.18730077123865,-99.0,49.39890237399685,4.115153082119533,-99.0,964529.0691070396,-7.782163060208331,154.44308557454772,5.0,0.0
360,2.0,0.0,1.5,434.92840007743376,323.20399624784636,312.5405059558875,0.8680897421964112,545.1099042864855,-99.0,64.46550552013773,0.3322545482623263,-99.0,-99.0,-23.027043097344723,182.1550035975091,3.0,0.0
361,1.0,1.0,0.0,679.0794748238673,307.897193535841,253.11588860404186,6.171715202968276,576.472805846271,0.5020794642752453,50.44368768487028,1.4558499574013595,-99.0,196116.24331425346,-8.661541945568304,145.15804408389113,4.0,1.0
362,5.0,4.0,2.0,210.40853984310522,279.7886654451367,285.1176920703962,4.009891322032393,316.9473136968985,0.48169081727191193,49.4723866455419,2.6155340937758274,-99.0,-99.0,-21.346690549456625,92.05938908269343,4.0,4.0
363,1.0,0.0,2.0,728.0114897777092,385.3476432000397,305.27655042457883,1.7407507341540356,891.0648900633324,0.5393899032400111,65.61782151800068,-99.0,-99.0,243389.42476296084,-28.893455696843017,148.10036941169727,1.0,1.0
364,-99.0,3.0,2.5,664.2276180076592,233.87020204686874,304.53336622325725,10.56118672951417,343.8545857733276,-99.0,38.11456542371307,5.433176281474317,-99.0,-99.0,3.5205546280408058,238.37587967182847,2.0,0.0
365,4.0,-99.0,1.0,210.04629867111444,309.4913165099839,257.9123855188692,3.7392925480978856,289.0292652594223,-99.0,41.037348047310225,2.644963779222911,-99.0,550320.8332190667,-8.889921819377644,169.74407989344988,7.0,0.0
366,4.0,2.0,1.0,497.00340516023056,271.72647797731327,255.1163941876937,3.2356151075622765,261.9159262853662,0.5931964225773514,43.28984485911195,2.2584117612260997,-99.0,301642.93041443743,-1.3637868728349005,180.74885718007826,5.0,0.0
367,3.0,5.0,1.5,112.11914270692543,310.7683733885776,234.44238862165835,5.120048686080133,315.33303165280637,-99.0,45.58468567406218,2.720551931455567,-99.0,405724.83143025974,-18.864612620379166,104.19077568273633,4.0,0.0
368,3.0,2.0,0.0,194.74996029199772,461.2685124687472,110.78495206286208,-99.0,329.9730865302456,-99.0,38.227429729407206,-99.0,-99.0,297540.25100348255,-7.886598506448434,153.9726307189807,5.0,0.0
